"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Germany","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1994","70550",""
"Germany","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1994","69915",""
"Germany","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1994","64842",""
"Germany","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1994","60173",""
"Germany","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1994","61652",""
"Germany","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","809114",""
"Germany","1992","Total","January","Data tabulated by year of occurrence","Final figure, complete","1993","69448",""
"Germany","1992","Total","February","Data tabulated by year of occurrence","Final figure, complete","1993","66329",""
"Germany","1992","Total","March","Data tabulated by year of occurrence","Final figure, complete","1993","69054",""
"Germany","1992","Total","April","Data tabulated by year of occurrence","Final figure, complete","1993","65138",""
"Germany","1992","Total","May","Data tabulated by year of occurrence","Final figure, complete","1993","67643",""
"Germany","1992","Total","June","Data tabulated by year of occurrence","Final figure, complete","1993","67418",""
"Germany","1992","Total","July","Data tabulated by year of occurrence","Final figure, complete","1993","72534",""
"Germany","1992","Total","August","Data tabulated by year of occurrence","Final figure, complete","1993","71124",""
"Germany","1992","Total","September","Data tabulated by year of occurrence","Final figure, complete","1993","70823",""
"Germany","1992","Total","October","Data tabulated by year of occurrence","Final figure, complete","1993","64630",""
"Germany","1992","Total","November","Data tabulated by year of occurrence","Final figure, complete","1993","61386",""
"Germany","1992","Total","December","Data tabulated by year of occurrence","Final figure, complete","1993","63587",""
"Germany","1991","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","830019",""
"Germany","1991","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","74004",""
"Germany","1991","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","66326",""
"Germany","1991","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","71220",""
"Germany","1991","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","68278",""
"Germany","1991","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","70444",""
"Germany","1991","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","68764",""
"Germany","1991","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","74019",""
"Germany","1991","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","72095",""
"Germany","1991","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","72030",""
"Germany","1991","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","65906",""
"Germany","1991","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","62980",""
